,Thread Title,Username,post date,linked post,thread post,thread_post_processed
272,SMU Information Systems Interview,Bibby@SG,"Apr 23, 2010", ,Did anyone receive the offer from SMU ISM ?,did anyone receive the offer from smu ism 
273,SMU Information Systems Interview,Ryuichi,"Apr 25, 2010","plustwo said:
dont bother. smu is a piece of sh!t.. you're better off in the other two unis",". Don't bother calling la, if they want you or not they will call..", don't bother calling la if they want you or not they will call
274,SMU Information Systems Interview,Amancia,"Apr 26, 2010", ,"A little update, everyone. I got a call from SMU today at around 5 PM for an interview on Thursday. I thought they were going to void my application as I applied a day before the deadline. I am pretty sure I am going for NUS FASS, but I want to keep my options open so I am going down for the interview!",a little update everyone i got a call from smu today at around 5 pm for an interview on thursday i thought they were going to void my application as i applied a day before the deadline i am pretty sure i am going for nus fass but i want to keep my options open so i am going down for the interview
275,SMU Information Systems Interview,lgp.rebecca,"Apr 26, 2010","Amancia said:
A little update, everyone. I got a call from SMU today at around 5 PM for an interview on Thursday. I thought they were going to void my application as I applied a day before the deadline. I am pretty sure I am going for NUS FASS, but I want to keep my options open so I am going down for the interview!","May i ask, whats your gpa?",may i ask whats your gpa
276,SMU Information Systems Interview,Amancia,"Apr 26, 2010", ,I have a GPA of 3.75 and a Diploma with Merit (DwM) holder.,i have a gpa of 375 and a diploma with merit (dwm) holder
277,SMU Information Systems Interview,benson987fm,"Apr 27, 2010", ,i surprised that i received call from smu to go for a group interview on wednesday. because i never even pay the application fee and submit my document.. anyone know how long is the group interview? and during the group interview what are we going to do?,i surprised that i received call from smu to go for a group interview on wednesday because i never even pay the application fee and submit my document anyone know how long is the group interview and during the group interview what are we going to do
278,SMU Information Systems Interview,lgp.rebecca,"Apr 27, 2010","benson987fm said:
i surprised that i received call from smu to go for a group interview on wednesday. because i never even pay the application fee and submit my document.. anyone know how long is the group interview? and during the group interview what are we going to do?
Click to expand...","wao, then i guess your gpa must be very good baah. haha",wao then i guess your gpa must be very good baah haha
279,SMU Information Systems Interview,benson987fm,"Apr 27, 2010","lgp.rebecca said:
wao, then i guess your gpa must be very good baah. haha",not really. just 3.8 only.. so anyone know what's going to happen during a group interview for econ degree?,not really just 38 only so anyone know what's going to happen during a group interview for econ degree
280,SMU Information Systems Interview,random_person,"Apr 28, 2010", ,"Hmm according to the replies in this thread, no one has been accepted into SIS yet?",hmm according to the replies in this thread no one has been accepted into sis yet
281,SMU Information Systems Interview,pika_hippo,"Apr 28, 2010", ,Please select the course you wish to accept:. SMU   Bachelor of Science (Information Systems Management). Gotten the offer already via snail mail n the online joint acceptance... Went for the interview on 10 Apr.. Pretty fast..,please select the course you wish to accept: smu   bachelor of science (information systems management) gotten the offer already via snail mail n the online joint acceptance went for the interview on 10 apr pretty fast
282,SMU Information Systems Interview,whorocks,"Apr 28, 2010","benson987fm said:
not really. just 3.8 only.. so anyone know what's going to happen during a group interview for econ degree?",wtf 3.8 is not very good?,wtf 38 is not very good
283,SMU Information Systems Interview,ShUtUp,"Apr 28, 2010","pika_hippo said:
Please select the course you wish to accept:. SMU   Bachelor of Science (Information Systems Management). Gotten the offer already via snail mail n the online joint acceptance... Went for the interview on 10 Apr.. Pretty fast..
Click to expand...",. What's your result? GPA/A level, what's your result gpa/a level
284,SMU Information Systems Interview,jervenne,"Apr 29, 2010", ,"Hi!. just gotten my SIS acceptance letter.
interviewed on 19th apr.
I'm from a local poly, with gpa of 3.84. all the best for the rest!. just want to ask everyone although I've a strong attraction towards SIS;
what do you guys feel about NUS IS and SIS?","hi just gotten my sis acceptance letter
interviewed on 19th apr
i'm from a local poly with gpa of 384 all the best for the rest just want to ask everyone although i've a strong attraction towards sis;
what do you guys feel about nus is and sis"
285,SMU Information Systems Interview,junglegym,"Apr 29, 2010", ,"My brother just got admitted into IS. His interview was on Saturday, 24th April. Took A levels, got straight Bs, has background in computing.",my brother just got admitted into is his interview was on saturday 24th april took a levels got straight bs has background in computing
286,SMU Information Systems Interview,random_person,"Apr 29, 2010", ,I got admitted this morning.. I was from poly with gpa of 3.51.,i got admitted this morning i was from poly with gpa of 351
287,SMU Information Systems Interview,OKK77,"Apr 30, 2010","jervenne said:
just want to ask everyone although I've a strong attraction towards SIS;
what do you guys feel about NUS IS and SIS?","Both should (at least ISM does) give you ample opportunities for development albeit in different packages. I love what I got out of SMU but I do wonder what I'd have turned into if I went to SoC instead. It is a matter of what you want to do, in the end.. Really, it depends.",both should (at least ism does) give you ample opportunities for development albeit in different packages i love what i got out of smu but i do wonder what i'd have turned into if i went to soc instead it is a matter of what you want to do in the end really it depends
